scope,case,case_name,expected_signal,expected_direction,n,polynomial_degree,nuisance_model,repetition,seed,raw_r,raw_p,partial_r,partial_p,crossfit_residual_r,crossfit_residual_p,delta_mse,delta_mse_ci_low,delta_mse_ci_high,relative_mse_improvement,crossfit_residual_reject,positive_delta_mse,delta_ci_positive,joint_increment_decision,sign_correct
task2,3,task_specialist,True,-1,54,4,polynomial_ridge,40,25661011,-0.8673527730131503,2.203345305324476e-17,-0.9261175460690865,5.865972448828043e-22,-0.9182008766914427,0.005,0.07674564009410775,0.052617059286090485,0.10169006036156648,0.8641042010799656,True,True,True,True,True
balanced_pool,4,opposite_sign_task_specialists,heterogeneous,0,108,4,polynomial_ridge,40,33661027,-0.13096496994293444,0.17668981907807624,-0.12983061250242678,0.18257999324525825,-0.10828005755843458,0.23,-0.014319418226523634,-0.032223135048977565,-0.00013832397911548193,-0.16761737779158936,False,False,False,False,True
task1,0,real_structure_null,False,0,96,4,polynomial_ridge,41,24671015,-0.1632799782962561,0.11193829372608957,-0.175589723972232,0.09784470989697172,-0.1033912099837222,0.27,-0.0005639148175647108,-0.0013606028874183222,0.0002376192802500211,-0.044614833246971956,False,False,False,False,True
task1,1,real_design_proxy,False,0,96,4,polynomial_ridge,41,24671015,0.9008003255561585,8.026837515116063e-36,0.07411287464973643,0.4875418342057399,0.05183125339120999,0.675,7.200679928525897e-05,-0.001204955862136119,0.0011963679598060639,0.004526152118826976,False,True,False,False,True
task1,2,injected_increment,True,1,96,4,polynomial_ridge,41,24671015,0.6400569723277266,2.2032502878762053e-12,0.7744186711124894,3.4684197036384684e-19,0.8039338035811178,0.005,0.02800221163672161,0.01630918619336503,0.04144447336761699,0.5966468997561087,True,True,True,True,True
task1,3,task_specialist,True,1,96,4,polynomial_ridge,41,24671015,0.8370455778621813,2.3458787129764625e-26,0.8950453409985444,1.3024714931400482e-32,0.8950759631036355,0.005,0.05782926911796203,0.04237953955872176,0.07583299180286042,0.7828049283411458,True,True,True,True,True
task2,0,real_structure_null,False,0,54,4,polynomial_ridge,41,25671018,-0.017190775681341714,0.9018069371085481,0.14326495278601992,0.3209314174325814,0.22698684962835902,0.1,-1.068986515594117e-05,-0.0011277579234825104,0.0009947883850834024,-0.001612376238175688,False,False,False,False,True
task2,1,real_design_proxy,False,0,54,4,polynomial_ridge,41,25671018,0.8146750524109013,6.636365946581454e-14,0.13684989213954551,0.34329840983032506,0.14389174766533255,0.31,-0.005537544781999488,-0.010006220806607971,-0.0011856469973722278,-0.181775133854332,False,False,False,False,True
task2,2,injected_increment,True,1,54,4,polynomial_ridge,41,25671018,0.4860301124452067,0.00019465178274476083,0.7146844842546357,5.561666868964383e-09,0.7327234610253478,0.005,0.02106184466547583,0.011884190640294204,0.031830807780568716,0.704775294843208,True,True,True,True,True
task2,3,task_specialist,True,-1,54,4,polynomial_ridge,41,25671018,-0.6901086335048597,7.793104594351957e-09,-0.8589989339963177,1.4657740959085934e-15,-0.8355631789594052,0.005,0.04836889288734253,0.022503992938032336,0.07797258329250856,0.6841857896554039,True,True,True,True,True
balanced_pool,4,opposite_sign_task_specialists,heterogeneous,0,108,4,polynomial_ridge,41,33671034,0.22778587556089053,0.01774325539356716,0.22251344228127323,0.021243842462393213,0.21942429767123936,0.03,-0.008402899554180637,-0.023188895343661357,0.005987060328079377,-0.1010778145042239,True,False,False,False,True
task1,0,real_structure_null,False,0,96,4,polynomial_ridge,42,24681022,0.3507731958762887,0.00045855807137754745,-0.18019914442514276,0.0892126640719515,-0.1322571893651655,0.2,-0.0003018969386094153,-0.0016775957436942193,0.0009381901405713323,-0.02416361725149987,False,False,False,False,True
task1,1,real_design_proxy,False,0,96,4,polynomial_ridge,42,24681022,0.8790016277807922,5.421559309297677e-32,0.034846276644124485,0.7443798365830433,0.13601465002712967,0.17,-0.00011301903437548055,-0.0018058079908310084,0.0014505710026258799,-0.00646815777997195,False,False,False,False,True
task1,2,injected_increment,True,1,96,4,polynomial_ridge,42,24681022,0.47270754205100385,1.156117068757002e-06,0.7414942598450067,6.3642692206765e-17,0.7791779706999458,0.005,0.02367307105233574,0.01605408712692769,0.03243770989888517,0.5601906153473915,True,True,True,True,True
task1,3,task_specialist,True,1,96,4,polynomial_ridge,42,24681022,0.8184210526315789,2.40302856415145e-24,0.897468795708198,4.916300406732593e-33,0.896093326098752,0.005,0.053589523338739224,0.04013525123810466,0.06597892461556712,0.7848187685064928,True,True,True,True,True
task2,0,real_structure_null,False,0,54,4,polynomial_ridge,42,25681025,-0.1688965122927387,0.2221301150931329,-0.045238190863474366,0.7550775151808398,-0.017190775681341714,0.89,-0.00036820267961637336,-0.001300911115724787,0.0006323273803774982,-0.04002731192185856,False,False,False,False,True
task2,1,real_design_proxy,False,0,54,4,polynomial_ridge,42,25681025,0.8848866018677339,6.909550029870973e-19,0.3393057188744998,0.01592806554581701,0.1595959595959596,0.24,-0.0018456281973943112,-0.005296075381053744,0.0012260726546043542,-0.0714904036421106,False,False,False,False,True
task2,2,injected_increment,True,1,54,4,polynomial_ridge,42,25681025,0.6005336382694872,1.5827278654992756e-06,0.7515847014153277,3.186007357602674e-10,0.7523156089193824,0.005,0.022943849556144664,0.010527396375086165,0.03752506928936895,0.5479103742367329,True,True,True,True,True
task2,3,task_specialist,True,-1,54,4,polynomial_ridge,42,25681025,-0.8582809224318657,1.0950196913403812e-16,-0.9307749764754035,1.2964542674974473e-22,-0.9204878978463883,0.005,0.07275603900224718,0.04684230388308225,0.10119629062481288,0.8559822535423108,True,True,True,True,True
balanced_pool,4,opposite_sign_task_specialists,heterogeneous,0,108,4,polynomial_ridge,42,33681041,0.01754837234559433,0.856948584366396,0.017464581881050652,0.8582936030571763,0.031060265012748025,0.825,-0.010748413435042709,-0.017681266195436134,-0.004287786110779163,-0.12643418480051102,False,False,False,False,True
task1,0,real_structure_null,False,0,96,4,polynomial_ridge,43,24691029,0.02344004340748779,0.8206669628793981,0.1155040170337081,0.27832785400786764,0.04119641888225719,0.725,-0.0010960276950882555,-0.002603407478566952,0.00044844583168245094,-0.0843174358773843,False,False,False,False,True
task1,1,real_design_proxy,False,0,96,4,polynomial_ridge,43,24691029,0.9192892023874119,7.644169848621712e-40,0.37688423928760584,0.00025079658530656587,0.4352278893109061,0.005,0.0016918254701805396,-0.0010376285548946431,0.004134673928762966,0.10033961171774237,True,True,False,False,True
task1,2,injected_increment,True,1,96,4,polynomial_ridge,43,24691029,0.571459576776994,1.1973392537970927e-09,0.8298027411587381,5.188412015551174e-24,0.856836679327184,0.005,0.03928357333870727,0.028482651990062915,0.05002863723948529,0.713525169699616,True,True,True,True,True
task1,3,task_specialist,True,1,96,4,polynomial_ridge,43,24691029,0.8226939772110687,8.717639381973328e-25,0.9319548261834779,1.532116098782814e-40,0.9416304937601736,0.005,0.07609725075713941,0.05696443683540851,0.0978863204583605,0.8720919065253444,True,True,True,True,True
task2,0,real_structure_null,False,0,54,4,polynomial_ridge,43,25691032,-0.05873832666285496,0.6730968489083305,-0.31812082411063225,0.024360237314741757,-0.45507909281494185,0.005,0.0008449378388019685,-0.0005859931811126525,0.002362227152416722,0.10841721971836625,True,True,False,False,True
task2,1,real_design_proxy,False,0,54,4,polynomial_ridge,43,25691032,0.8923575376405564,1.3271941671602097e-19,0.1645657039230906,0.2534415662927481,-0.08702115494568323,0.515,0.00045107404943222143,-0.00174877128205716,0.0029898370093379605,0.026724752002585075,False,True,False,False,True
task2,2,injected_increment,True,1,54,4,polynomial_ridge,43,25691032,0.3851724795121021,0.004026581426513541,0.7108190713525626,7.313562003260664e-09,0.800495521250238,0.005,0.022249205092573828,0.009915301615394199,0.03769884772505208,0.5202300364655662,True,True,True,True,True
task2,3,task_specialist,True,-1,54,4,polynomial_ridge,43,25691032,-0.7064227177434724,2.3992745416313657e-09,-0.8498311072948858,5.963933080911902e-15,-0.8444825614636935,0.005,0.04176431290169146,0.02179302089690697,0.06640814566835428,0.6387513146014989,True,True,True,True,True
balanced_pool,4,opposite_sign_task_specialists,heterogeneous,0,108,4,polynomial_ridge,43,33691048,0.09426772223651242,0.33183592621719193,0.09007013914723656,0.3562018201706777,0.0908781265133232,0.27,-0.0064820711142963006,-0.013239558258304522,0.00048767193357807353,-0.07731958474821123,False,False,False,False,True
task1,0,real_structure_null,False,0,96,4,polynomial_ridge,44,24701036,-0.054001627780792184,0.6012830906767248,-0.17872257374348458,0.09190959670233252,-0.16568095496473143,0.125,-0.00023717439739907344,-0.001539771517326882,0.0011743089110990378,-0.01920315610750114,False,False,False,False,True
task1,1,real_design_proxy,False,0,96,4,polynomial_ridge,44,24701036,0.8913998914812805,4.527169641447384e-34,0.1767720743118286,0.09557037336579847,0.22052360282148672,0.045,0.0003189638256204004,-0.002229182935179314,0.002889829845858384,0.016633288717783,True,True,False,False,True
task1,2,injected_increment,True,1,96,4,polynomial_ridge,44,24701036,0.5181497558328811,6.409896882747579e-08,0.8007180130922219,2.744918418270813e-21,0.8144601193705915,0.005,0.03901016571187782,0.02545196740377334,0.05475855171224417,0.6743175250233698,True,True,True,True,True
task1,3,task_specialist,True,1,96,4,polynomial_ridge,44,24701036,0.8959305480195333,6.802822424983494e-35,0.9436134801453794,5.053908425871561e-44,0.927088985349973,0.005,0.05522791041426265,0.04172213889267061,0.0689084641951875,0.8813746618849396,True,True,True,True,True
task2,0,real_structure_null,False,0,54,4,polynomial_ridge,44,25701039,-0.11172098341909661,0.4212290791848229,-0.04050581976330213,0.7800225536328611,-0.09365351629502572,0.445,-0.00125029538134315,-0.0021902584968397326,-0.0005530480493521399,-0.15205494427762184,False,False,False,False,True
task2,1,real_design_proxy,False,0,54,4,polynomial_ridge,44,25701039,0.8921288355250618,1.3984318204810298e-19,0.4387436416887826,0.0014365224552852604,0.2659424433009338,0.06,-0.0035115174683785326,-0.007833835295499211,0.00041075317633095437,-0.19304913741154708,False,False,False,False,True
task2,2,injected_increment,True,1,54,4,polynomial_ridge,44,25701039,0.4174957118353344,0.0016839475824278886,0.6299033383831214,9.525180380985173e-07,0.7834190966266438,0.005,0.025804983607163486,0.014401843873557155,0.0384549786956095,0.5602980125845465,True,True,True,True,True
task2,3,task_specialist,True,-1,54,4,polynomial_ridge,44,25701039,-0.742100247760625,1.3510602691728744e-10,-0.8578958174538637,1.744360130253652e-15,-0.8460072422336572,0.005,0.06166336432668511,0.041390083604107765,0.08628896740010529,0.7311902200258056,True,True,True,True,True
balanced_pool,4,opposite_sign_task_specialists,heterogeneous,0,108,4,polynomial_ridge,44,33701055,0.3572360837215506,0.00014744301438474085,0.3570758978008848,0.0001596912639129316,0.340548780503261,0.005,0.003852930044102365,-0.021034729464267803,0.027349117899807207,0.04489016097378129,True,True,False,False,True
task1,0,real_structure_null,False,0,96,4,polynomial_ridge,45,24711043,-0.16999457406402604,0.09775077839560754,-0.16657291025552792,0.1166143767117177,-0.1555480195333695,0.12,-0.0012527373086419005,-0.0027044387955505057,0.0001623463124266206,-0.09602102023987344,False,False,False,False,True
task1,1,real_design_proxy,False,0,96,4,polynomial_ridge,45,24711043,0.9029164405860011,3.0628693698540696e-36,0.2447885814204709,0.020055769101097073,0.3022517634291915,0.005,0.0006492054126095922,-0.0015960492808059865,0.002879351568496811,0.03434865364849939,True,True,False,False,True
task1,2,injected_increment,True,1,96,4,polynomial_ridge,45,24711043,0.4471106890938687,4.952587568311078e-06,0.7646704463098543,1.7725182188472476e-18,0.7901519262072707,0.005,0.03405704578893633,0.01990737408324569,0.04740272948186382,0.6121451321194901,True,True,True,True,True
task1,3,task_specialist,True,1,96,4,polynomial_ridge,45,24711043,0.8561584373304395,1.0604926605238835e-28,0.9159567688057678,1.1715484622888571e-36,0.9162913727618014,0.005,0.07157991531048515,0.05262510885507779,0.09065911937905966,0.8371856902342807,True,True,True,True,True
task2,0,real_structure_null,False,0,54,4,polynomial_ridge,45,25711046,0.19916142557651992,0.14879649158049252,-0.04776610593549233,0.7418513804867773,0.003621116828663998,0.99,-0.001645878905504221,-0.0032502112148396402,-0.0002616454525599751,-0.2394424159706006,False,False,False,False,True
task2,1,real_design_proxy,False,0,54,4,polynomial_ridge,45,25711046,0.9147703449590241,4.067957155009801e-22,0.2769271232375004,0.051546063884633335,0.2596150181055841,0.075,0.00031295573577329663,-0.0020783309211043683,0.002527292574690284,0.021573898722551443,False,True,False,False,True
task2,2,injected_increment,True,1,54,4,polynomial_ridge,45,25711046,0.5433581093958452,2.1796068741819423e-05,0.8030884391262918,2.2727422275051726e-12,0.9067657709167142,0.005,0.05601869501195398,0.03884703663627407,0.07471082554773013,0.8169053018815599,True,True,True,True,True
task2,3,task_specialist,True,-1,54,4,polynomial_ridge,45,25711046,-0.8695635601295978,1.4642324782565566e-17,-0.9546821492836658,6.526034584499133e-27,-0.9523537259386314,0.005,0.09777460303413538,0.07053689565470297,0.12279131482874538,0.9092136175287019,True,True,True,True,True
balanced_pool,4,opposite_sign_task_specialists,heterogeneous,0,108,4,polynomial_ridge,45,33711062,-0.07063172235083406,0.467597851217445,-0.06854515289145163,0.4829696306894811,-0.06548235804303694,0.53,0.006275213863645462,-0.00865410967445272,0.019638933043369448,0.0734953166975722,False,True,False,False,True
task1,0,real_structure_null,False,0,96,4,polynomial_ridge,46,24721050,-0.07269397721106892,0.4815234125634049,0.14008489151112796,0.18787583173453487,0.18060227889310906,0.095,-0.0007289681097678528,-0.002037254174183926,0.0004144814622355691,-0.06365960358498875,False,False,False,False,True
task1,1,real_design_proxy,False,0,96,4,polynomial_ridge,46,24721050,0.9043407487791644,1.5814444749905167e-36,0.11178734063183214,0.29418933923440954,0.14399077590884427,0.175,-0.001046748837044099,-0.002274275203831165,-1.3895859616301174e-05,-0.06990612113543412,False,False,False,False,True
task1,2,injected_increment,True,1,96,4,polynomial_ridge,46,24721050,0.5771161150298426,7.521523865296338e-10,0.8135404060904939,1.9796129132427862e-22,0.7978567552902875,0.005,0.03238402700791418,0.021236502072114718,0.045800508550242446,0.6705546092069664,True,True,True,True,True
task1,3,task_specialist,True,1,96,4,polynomial_ridge,46,24721050,0.8381172002170374,1.7660125604854267e-26,0.9269166761884354,3.1813448704798214e-39,0.9254205100379815,0.005,0.07118097314161329,0.05274024845340417,0.08701227900483102,0.8311672039629718,True,True,True,True,True
task2,0,real_structure_null,False,0,54,4,polynomial_ridge,46,25721053,-0.18658280922431864,0.17672319685912802,0.07093495241413936,0.6244759122119536,0.17415666094911378,0.22,-0.0011483106814790256,-0.0025533041764035738,3.2702231962996865e-05,-0.1437447640477487,False,False,False,False,True
