scope,case,case_name,expected_signal,expected_direction,n,polynomial_degree,nuisance_model,repetition,seed,raw_r,raw_p,partial_r,partial_p,crossfit_residual_r,crossfit_residual_p,delta_mse,delta_mse_ci_low,delta_mse_ci_high,relative_mse_improvement,crossfit_residual_reject,positive_delta_mse,delta_ci_positive,joint_increment_decision,sign_correct
balanced_pool,4,opposite_sign_task_specialists,heterogeneous,0,108,1,extra_trees,4,30300766,-0.1156649232615965,0.2332440873222942,-0.1085365908163897,0.26578766901032447,-0.11159436170870382,0.18,0.05847255465630151,0.04608686384140132,0.06957762004414211,0.6534506434080717,False,True,True,False,True
task1,0,real_structure_null,False,0,96,1,extra_trees,5,21310754,0.0027536625067824203,0.9787573256778547,-0.03598840138158028,0.7363034076220204,-0.036573785290865274,0.75,-5.211695678143495e-05,-0.0001839199947225013,5.874945866162925e-05,-0.004542680504358856,False,False,False,False,True
task1,1,real_design_proxy,False,0,96,1,extra_trees,5,21310754,0.9025773195876288,3.579526497946815e-36,0.1712526013366559,0.10655314843190233,0.43555612831711216,0.01,0.029999659223528683,0.020322297737845538,0.04018820797764792,0.5693083312838219,True,True,True,True,True
task1,2,injected_increment,True,1,96,1,extra_trees,5,21310754,0.47071351058057515,1.3004056601582023e-06,0.7424666788069337,5.5188800854532094e-17,0.7580423090227144,0.01,0.027294779660934788,0.01692661252538203,0.03884005305573431,0.49645548409043117,True,True,True,True,True
task1,3,task_specialist,True,1,96,1,extra_trees,5,21310754,0.8236163863266414,6.978903492106571e-25,0.8929842306909238,2.92801744216161e-32,0.8108560886609966,0.01,0.07775269560476868,0.05284542685496543,0.10193415544984095,0.7649341433506331,True,True,True,True,True
task2,0,real_structure_null,False,0,54,1,extra_trees,5,22310757,0.17956927768248518,0.19385008919764415,0.17057451518738265,0.23627828048321803,0.11674227126996926,0.38,-0.0010710145789495727,-0.002239555088787533,4.587354003304962e-05,-0.07536943825397653,False,False,False,False,True
task2,1,real_design_proxy,False,0,54,1,extra_trees,5,22310757,0.9002858776443681,2.0071273795867315e-20,0.3634892368297857,0.009468308063801216,0.6611904173188125,0.01,0.026344498920543424,0.01564688683110136,0.04058225553099624,0.5751693292938608,True,True,True,True,True
task2,2,injected_increment,True,1,54,1,extra_trees,5,22310757,0.540080045740423,2.4974094776357405e-05,0.8429158124000322,1.618497313221192e-14,0.6979873446672259,0.01,0.011419887766665793,0.004921832797318048,0.016743777613357463,0.3751289881058861,True,True,True,True,True
task2,3,task_specialist,True,-1,54,1,extra_trees,5,22310757,-0.7683247570040022,1.1867785691857366e-11,-0.8810912674907393,3.18078611498338e-17,-0.8178318213006024,0.01,0.05181004182742896,0.031289438063797484,0.08149674065142487,0.62624618252601,True,True,True,True,True
balanced_pool,4,opposite_sign_task_specialists,heterogeneous,0,108,1,extra_trees,5,30310773,0.045814398811054896,0.637766161754533,0.047859699913375985,0.6244661860207656,0.026907421036787317,0.83,0.05256306907344687,0.041479822415938825,0.06393549219513008,0.5959991705674302,False,True,True,False,True
