hyperparameter,source_config,destination_config,weight_sum,effective_sample_size,complexity.dist_spec_init_fft,complexity.fro_dist,complexity.fro_over_spec_fft,complexity.inverse_margin,complexity.log_prod_of_fro,complexity.log_prod_of_fro_over_margin,complexity.log_prod_of_spec_fft,complexity.log_prod_of_spec_over_margin_fft,complexity.log_spec_init_main_fft,complexity.log_spec_orig_main_fft,complexity.log_sum_of_fro,complexity.log_sum_of_fro_over_margin,complexity.log_sum_of_spec_fft,complexity.log_sum_of_spec_over_margin_fft,complexity.pacbayes_flatness,complexity.pacbayes_init,complexity.pacbayes_mag_flatness,complexity.pacbayes_mag_init,complexity.pacbayes_mag_orig,complexity.pacbayes_orig,complexity.param_norm,complexity.params,complexity.path_norm,complexity.path_norm_over_margin
hp.lr,882770762567104708,-2699018493350324149,6.2780103984596085,24.53842949411443,0.7629852125479201,0.6067629715453685,0.0,1.0,0.0,0.0,0.9696868768734084,0.9696868768734084,0.9408269941070705,0.8997637251379331,0.0,0.0,0.9696868768734084,0.9696868768734084,0.0626432169936832,0.27776166870450336,0.30409867332465745,0.482987433743354,0.4739282640537793,0.22212066459317223,0.5025282097121958,0.5,0.0,0.0
hp.lr,-2699018493350324149,957646248878915862,49.99807195335881,99.99999927899206,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.38000030526828604,0.0,1.0,0.9000025376546107,0.0,1.0,0.5,0.0,0.0
hp.lr,957646248878915862,-2699018493350324149,49.99807195335881,99.99999927899206,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.38000030526828604,0.0,1.0,0.9000025376546107,0.0,1.0,0.5,0.0,0.0
hp.lr,-271263953100951694,882770762567104708,47.977879028957126,99.79695400517666,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.32005376487384946,0.12174408384284158,0.7901370200328407,0.7394637667458965,0.0,1.0,0.5,0.0,0.0
hp.lr,882770762567104708,-271263953100951694,47.977879028957126,99.79695400517666,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.32005376487384946,0.12174408384284158,0.7901370200328407,0.7394637667458965,0.0,1.0,0.5,0.0,0.0
hp.lr,2338361909453894883,882770762567104708,16.397439486791775,50.259963594083025,1.0,1.0,0.0,0.9765016028219888,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.13635445458931356,0.3860718326270029,0.7060557347282737,0.6919681187121415,0.04380065900692556,1.0,0.5,0.0,0.0
hp.lr,882770762567104708,2338361909453894883,16.397439486791775,50.259963594083025,1.0,1.0,0.0,0.9765016028219888,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.13635445458931356,0.3860718326270029,0.7060557347282737,0.6919681187121415,0.04380065900692556,1.0,0.5,0.0,0.0
hp.lr,2338361909453894883,957646248878915862,6.394150297750912,22.387127223035968,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.98990695103185,0.3637095270244116,0.9463245153678224,0.9026402564236962,0.6919813041288693,1.0,0.5,0.0,0.0
hp.lr,957646248878915862,2338361909453894883,6.394150297750912,22.387127223035968,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.98990695103185,0.3637095270244116,0.9463245153678224,0.9026402564236962,0.6919813041288693,1.0,0.5,0.0,0.0
hp.lr,882770762567104708,957646248878915862,49.62678950666311,99.9917707233745,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.8296993340943191,0.08551264797666178,0.8806414765531551,0.7901053365756129,0.030161322602245168,1.0,0.5,0.0,0.0
hp.lr,957646248878915862,882770762567104708,49.62678950666311,99.9917707233745,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.8296993340943191,0.08551264797666178,0.8806414765531551,0.7901053365756129,0.030161322602245168,1.0,0.5,0.0,0.0
hp.lr,-2663918635727708892,-602941492097925753,18.382785844077976,46.51391555909738,0.8281971083092678,0.0,0.0,0.914031022011527,0.0,0.0,0.023063109180164847,0.05476115215461753,0.016431551645731554,0.038084496997338416,0.0,0.0,0.023063109180164847,0.05476115215461753,0.0714691026608949,0.0,0.013031080754693796,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-602941492097925753,-2663918635727708892,18.382785844077976,46.51391555909738,0.8281971083092678,0.0,0.0,0.914031022011527,0.0,0.0,0.023063109180164847,0.05476115215461753,0.016431551645731554,0.038084496997338416,0.0,0.0,0.023063109180164847,0.05476115215461753,0.0714691026608949,0.0,0.013031080754693796,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-2663918635727708892,-995254693252345955,49.999999839109066,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.030000000086008977,0.0,0.0,0.0,0.0,0.0,0.030000000086008977,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-995254693252345955,-2663918635727708892,49.999999839109066,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.030000000086008977,0.0,0.0,0.0,0.0,0.0,0.030000000086008977,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-2663918635727708892,3441730063120736564,49.99665748788987,99.99999556048428,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,3441730063120736564,-2663918635727708892,49.99665748788987,99.99999556048428,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-2663918635727708892,8002912285344373268,49.99999999948243,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01000000000010351,0.0,0.0,0.0,0.0,0.0,0.01000000000010351,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,8002912285344373268,-2663918635727708892,49.99999999948243,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01000000000010351,0.0,0.0,0.0,0.0,0.0,0.01000000000010351,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-602941492097925753,-995254693252345955,49.99189622565053,99.99997740728314,1.0,0.0,0.0,1.0,0.0,0.0,0.02999744654250858,0.12999613630030699,0.0,0.0,0.0,0.0,0.02999744654250858,0.12999613630030699,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-995254693252345955,-602941492097925753,49.99189622565053,99.99997740728314,1.0,0.0,0.0,1.0,0.0,0.0,0.02999744654250858,0.12999613630030699,0.0,0.0,0.0,0.0,0.02999744654250858,0.12999613630030699,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-602941492097925753,3441730063120736564,45.6726702557231,97.3826033141765,0.9306787157886935,0.0,0.0,1.0,0.0,0.0,0.0,0.023732311847911833,0.01088581115689659,0.021534878471527737,0.0,0.0,0.0,0.023732311847911833,0.015486138627291571,0.0,0.005367644186677803,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,3441730063120736564,-602941492097925753,45.6726702557231,97.3826033141765,0.9306787157886935,0.0,0.0,1.0,0.0,0.0,0.0,0.023732311847911833,0.01088581115689659,0.021534878471527737,0.0,0.0,0.0,0.023732311847911833,0.015486138627291571,0.0,0.005367644186677803,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-602941492097925753,8002912285344373268,49.9998775241993,99.99999998541979,1.0,0.0,0.0,1.0,0.0,0.0,0.02000004898591933,0.25000006957267734,0.0,0.0,0.0,0.0,0.02000004898591933,0.25000006957267734,0.0,0.0,0.0,0.9699999295355087,0.8499996488551552,0.0,0.0,0.5,0.0,0.0
hp.lr,8002912285344373268,-602941492097925753,49.9998775241993,99.99999998541979,1.0,0.0,0.0,1.0,0.0,0.0,0.02000004898591933,0.25000006957267734,0.0,0.0,0.0,0.0,0.02000004898591933,0.25000006957267734,0.0,0.0,0.0,0.9699999295355087,0.8499996488551552,0.0,0.0,0.5,0.0,0.0
hp.lr,-995254693252345955,3441730063120736564,6.945733149014367,24.005929688937933,0.9683279439803271,0.0,0.0,1.0,0.0,0.0,0.25449054287878387,0.392091644438775,0.062310020082836926,0.062310020082836926,0.0,0.0,0.25449054287878387,0.392091644438775,0.0034259871569924335,0.0,0.18114220785899107,0.9206639058593322,0.8706065082526075,0.0,0.0,0.5,0.0,0.0
hp.lr,3441730063120736564,-995254693252345955,6.945733149014367,24.005929688937933,0.9683279439803271,0.0,0.0,1.0,0.0,0.0,0.25449054287878387,0.392091644438775,0.062310020082836926,0.062310020082836926,0.0,0.0,0.25449054287878387,0.392091644438775,0.0034259871569924335,0.0,0.18114220785899107,0.9206639058593322,0.8706065082526075,0.0,0.0,0.5,0.0,0.0
hp.lr,3441730063120736564,8002912285344373268,40.27397556044733,94.4262559274591,1.0,0.0,0.0,1.0,0.0,0.0,0.6427848404289792,0.89422915333236,0.04373722094136167,0.04373722094136167,0.0,0.0,0.6427848404289792,0.89422915333236,0.0,0.0,0.1931980275778168,0.28388518152822,0.03785302696190841,0.0,0.0,0.5,0.0,0.0
hp.lr,8002912285344373268,3441730063120736564,40.27397556044733,94.4262559274591,1.0,0.0,0.0,1.0,0.0,0.0,0.6427848404289792,0.89422915333236,0.04373722094136167,0.04373722094136167,0.0,0.0,0.6427848404289792,0.89422915333236,0.0,0.0,0.1931980275778168,0.28388518152822,0.03785302696190841,0.0,0.0,0.5,0.0,0.0
hp.lr,-2622407521212825548,5772594696234514179,31.631543509943047,72.49854370558488,0.8206506153931209,0.0,0.0,0.9685650727948968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006739793580303792,0.0,0.08381979945199579,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,5772594696234514179,-2622407521212825548,31.631543509943047,72.49854370558488,0.8206506153931209,0.0,0.0,0.9685650727948968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006739793580303792,0.0,0.08381979945199579,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-2622407521212825548,65162383734091064,49.99745728320693,99.99999180910702,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,65162383734091064,-2622407521212825548,49.99745728320693,99.99999180910702,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-2622407521212825548,696039682745041690,49.9998875432036,99.99999996044939,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,696039682745041690,-2622407521212825548,49.9998875432036,99.99999996044939,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,5772594696234514179,65162383734091064,40.383139097975736,89.98739789277369,0.9382377251081885,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,65162383734091064,5772594696234514179,40.383139097975736,89.98739789277369,0.9382377251081885,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,5772594696234514179,696039682745041690,48.906542259662686,99.29072609179853,0.9796246690080599,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,696039682745041690,5772594696234514179,48.906542259662686,99.29072609179853,0.9796246690080599,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,5772594696234514179,9052450276700841536,41.76885510256434,89.82635819712694,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07782903638442829,0.9339698215556507,0.9908034800721186,0.0,0.0,0.5,0.0,0.0
hp.lr,9052450276700841536,5772594696234514179,41.76885510256434,89.82635819712694,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07782903638442829,0.9339698215556507,0.9908034800721186,0.0,0.0,0.5,0.0,0.0
hp.lr,65162383734091064,696039682745041690,6.52240580488742,20.88172254659708,0.6450480116917894,0.0,0.0,0.9598960898656462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0543788429421237,0.0,0.0,0.8733608974285273,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,696039682745041690,65162383734091064,6.52240580488742,20.88172254659708,0.6450480116917894,0.0,0.0,0.9598960898656462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0543788429421237,0.0,0.0,0.8733608974285273,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,65162383734091064,9052450276700841536,49.99983855635591,99.99999998619542,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,9052450276700841536,65162383734091064,49.99983855635591,99.99999998619542,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,696039682745041690,9052450276700841536,49.99999505694704,99.99999999997432,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,9052450276700841536,696039682745041690,49.99999505694704,99.99999999997432,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-2537859972549516328,2087481565355520039,50.0,100.0,0.56,0.0,0.0,1.0,0.0,0.0,0.97,1.0,0.3,0.39,0.0,0.0,0.97,1.0,0.0,0.0,0.71,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,2087481565355520039,-2537859972549516328,50.0,100.0,0.56,0.0,0.0,1.0,0.0,0.0,0.97,1.0,0.3,0.39,0.0,0.0,0.97,1.0,0.0,0.0,0.71,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-2537859972549516328,54189009319760200,50.0,100.0,0.51,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.61,0.65,0.0,0.0,1.0,1.0,0.0,0.0,0.665,0.98,0.95,0.0,0.0,0.5,0.0,0.0
hp.lr,54189009319760200,-2537859972549516328,50.0,100.0,0.51,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.61,0.65,0.0,0.0,1.0,1.0,0.0,0.0,0.665,0.98,0.95,0.0,0.0,0.5,0.0,0.0
hp.lr,-2537859972549516328,7281298615381369173,49.360505683489954,99.86888324953225,0.6984060180045467,0.0,0.0,1.0,0.0,0.0,0.5495686011462578,0.7680817426037985,0.18938028091098422,0.2983673237682879,0.0,0.0,0.5495686011462578,0.7680817426037985,0.07797547359559903,0.0,0.5055562378698814,0.827878735370822,0.827878735370822,0.0,0.0,0.5,0.0,0.0
hp.lr,7281298615381369173,-2537859972549516328,49.360505683489954,99.86888324953225,0.6984060180045467,0.0,0.0,1.0,0.0,0.0,0.5495686011462578,0.7680817426037985,0.18938028091098422,0.2983673237682879,0.0,0.0,0.5495686011462578,0.7680817426037985,0.07797547359559903,0.0,0.5055562378698814,0.827878735370822,0.827878735370822,0.0,0.0,0.5,0.0,0.0
hp.lr,-2537859972549516328,7986371366974017517,27.18988554704603,62.54382950833913,0.6503665163686251,0.0,0.0,0.43999871962483583,0.0,0.0,0.1399337971000965,0.1412263250700868,0.017586605312362173,0.03481722858892235,0.0,0.0,0.1399337971000965,0.1412263250700868,0.16175149046185947,0.03181374381274611,0.29775355500043305,0.539193475644445,0.5313574635182866,0.03181374381274611,0.0,0.5,0.0,0.0
hp.lr,7986371366974017517,-2537859972549516328,27.18988554704603,62.54382950833913,0.6503665163686251,0.0,0.0,0.43999871962483583,0.0,0.0,0.1399337971000965,0.1412263250700868,0.017586605312362173,0.03481722858892235,0.0,0.0,0.1399337971000965,0.1412263250700868,0.16175149046185947,0.03181374381274611,0.29775355500043305,0.539193475644445,0.5313574635182866,0.03181374381274611,0.0,0.5,0.0,0.0
hp.lr,2087481565355520039,54189009319760200,35.216724881182664,82.13282966602178,0.4724164995359392,0.0,0.0,1.0,0.0,0.0,0.9887683864520193,1.0,0.793329837728476,0.7285165796236007,0.0,0.0,0.9887683864520193,1.0,0.37376494292253165,0.0,0.3892059588842712,0.43577754818203884,0.3956622256053401,0.0,0.0,0.5,0.0,0.0
hp.lr,54189009319760200,2087481565355520039,35.216724881182664,82.13282966602178,0.4724164995359392,0.0,0.0,1.0,0.0,0.0,0.9887683864520193,1.0,0.793329837728476,0.7285165796236007,0.0,0.0,0.9887683864520193,1.0,0.37376494292253165,0.0,0.3892059588842712,0.43577754818203884,0.3956622256053401,0.0,0.0,0.5,0.0,0.0
hp.lr,2087481565355520039,7281298615381369173,49.99879464072763,99.99999956449678,0.3899982102991158,0.0,0.0,0.9599990357031072,0.0,0.0,0.9600030573162605,0.9800019785346585,0.5100014543220425,0.5400020471699426,0.0,0.0,0.9600030573162605,0.9800019785346585,0.0,0.0,0.6850040324909078,0.8200009575972732,0.780000000062895,0.0,0.0,0.5,0.0,0.0
hp.lr,7281298615381369173,2087481565355520039,49.99879464072763,99.99999956449678,0.3899982102991158,0.0,0.0,0.9599990357031072,0.0,0.0,0.9600030573162605,0.9800019785346585,0.5100014543220425,0.5400020471699426,0.0,0.0,0.9600030573162605,0.9800019785346585,0.0,0.0,0.6850040324909078,0.8200009575972732,0.780000000062895,0.0,0.0,0.5,0.0,0.0
hp.lr,2087481565355520039,7986371366974017517,50.0,100.0,0.75,0.0,0.0,1.0,0.0,0.0,0.81,0.98,0.01,0.04,0.0,0.0,0.81,0.98,0.0,0.0,0.735,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,7986371366974017517,2087481565355520039,50.0,100.0,0.75,0.0,0.0,1.0,0.0,0.0,0.81,0.98,0.01,0.04,0.0,0.0,0.81,0.98,0.0,0.0,0.735,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,54189009319760200,7281298615381369173,49.9999999998504,99.99999999999999,0.3600000000010107,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.870000000001257,0.860000000001227,0.0,0.0,1.0,1.0,0.025000000000074657,0.0,0.5649999999995127,0.7999999999997565,0.7699999999998973,0.0,0.0,0.5,0.0,0.0
hp.lr,7281298615381369173,54189009319760200,49.9999999998504,99.99999999999999,0.3600000000010107,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.870000000001257,0.860000000001227,0.0,0.0,1.0,1.0,0.025000000000074657,0.0,0.5649999999995127,0.7999999999997565,0.7699999999998973,0.0,0.0,0.5,0.0,0.0
hp.lr,54189009319760200,7986371366974017517,50.0,100.0,0.71,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.09,0.12,0.0,0.0,1.0,1.0,0.0,0.0,0.57,0.99,0.99,0.0,0.0,0.5,0.0,0.0
hp.lr,7986371366974017517,54189009319760200,50.0,100.0,0.71,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.09,0.12,0.0,0.0,1.0,1.0,0.0,0.0,0.57,0.99,0.99,0.0,0.0,0.5,0.0,0.0
hp.lr,7281298615381369173,7986371366974017517,49.999806822587,99.99999994612003,0.7999992540948997,0.0,0.0,1.0,0.0,0.0,0.14999887974268694,0.38999947934765455,0.0,0.010000038630089093,0.0,0.0,0.14999887974268694,0.38999947934765455,0.0,0.0,0.46499798831040995,0.9299997295753283,0.9299997295753283,0.0,0.0,0.5,0.0,0.0
hp.lr,7986371366974017517,7281298615381369173,49.999806822587,99.99999994612003,0.7999992540948997,0.0,0.0,1.0,0.0,0.0,0.14999887974268694,0.38999947934765455,0.0,0.010000038630089093,0.0,0.0,0.14999887974268694,0.38999947934765455,0.0,0.0,0.46499798831040995,0.9299997295753283,0.9299997295753283,0.0,0.0,0.5,0.0,0.0
hp.lr,-2120722839073901631,-215699873392903939,35.926217845430216,83.68806061550426,0.827813114854621,0.0,0.0,0.9833534995879457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12613388724695535,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-215699873392903939,-2120722839073901631,35.926217845430216,83.68806061550426,0.827813114854621,0.0,0.0,0.9833534995879457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12613388724695535,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-2120722839073901631,-2483043669364717647,49.99988104399312,99.99999999264504,0.8699997165886745,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0800001855684172,0.0,0.0,0.5,0.0,0.0
hp.lr,-2483043669364717647,-2120722839073901631,49.99988104399312,99.99999999264504,0.8699997165886745,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0800001855684172,0.0,0.0,0.5,0.0,0.0
hp.lr,-2120722839073901631,-956704981738994082,49.99999999998621,100.0,0.6100000000000761,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46999999999997116,0.0,0.0,0.5,0.0,0.0
hp.lr,-956704981738994082,-2120722839073901631,49.99999999998621,100.0,0.6100000000000761,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46999999999997116,0.0,0.0,0.5,0.0,0.0
hp.lr,-215699873392903939,-2483043669364717647,44.55249571417824,95.2188213988233,0.5567603830033142,0.0,0.0,1.0,0.0,0.0,0.0,0.019906114877616,0.0,0.0,0.0,0.0,0.0,0.019906114877616,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-2483043669364717647,-215699873392903939,44.55249571417824,95.2188213988233,0.5567603830033142,0.0,0.0,1.0,0.0,0.0,0.0,0.019906114877616,0.0,0.0,0.0,0.0,0.0,0.019906114877616,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-215699873392903939,-956704981738994082,49.99950398346751,99.9999997199568,0.2900027302299592,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-956704981738994082,-215699873392903939,49.99950398346751,99.9999997199568,0.2900027302299592,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-215699873392903939,2378670180579481492,19.42530077900153,53.6497642569722,0.8222247942226198,0.0,0.0,0.9505368546964083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05056801680951327,0.0,0.0,0.5,0.0,0.0
hp.lr,2378670180579481492,-215699873392903939,19.42530077900153,53.6497642569722,0.8222247942226198,0.0,0.0,0.9505368546964083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05056801680951327,0.0,0.0,0.5,0.0,0.0
hp.lr,-2483043669364717647,-956704981738994082,36.411445497676304,81.37209268211866,0.16868081518848907,0.0,0.0,0.9046054945870774,0.0,0.0,0.20297829713175997,0.31886332817049523,0.1906684780892372,0.22244750189118176,0.0,0.0,0.20297829713175997,0.31886332817049523,0.0,0.0,0.037270383387008464,0.9314977714453,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-956704981738994082,-2483043669364717647,36.411445497676304,81.37209268211866,0.16868081518848907,0.0,0.0,0.9046054945870774,0.0,0.0,0.20297829713175997,0.31886332817049523,0.1906684780892372,0.22244750189118176,0.0,0.0,0.20297829713175997,0.31886332817049523,0.0,0.0,0.037270383387008464,0.9314977714453,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-2483043669364717647,2378670180579481492,49.99771984146326,99.99999618694862,0.7399941734902682,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39998918825764307,0.9699986983209932,0.0,0.0,0.5,0.0,0.0
hp.lr,2378670180579481492,-2483043669364717647,49.99771984146326,99.99999618694862,0.7399941734902682,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39998918825764307,0.9699986983209932,0.0,0.0,0.5,0.0,0.0
hp.lr,-956704981738994082,2378670180579481492,49.999999998539124,100.00000000000001,0.5000000000145741,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999971324,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,2378670180579481492,-956704981738994082,49.999999998539124,100.00000000000001,0.5000000000145741,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999971324,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-2471552051875212510,6780359437026790007,16.499644341450402,50.38368178936759,0.6959379184002875,0.41105490700973674,0.0,0.8993634121758249,0.0,0.0,1.0,1.0,0.9860990987894719,0.884105090059681,0.0,0.0,1.0,1.0,0.057652895469064616,0.10427237072124818,0.676973874196164,0.735875570031172,0.704959023809388,0.0,0.0,0.5,0.0,0.0
hp.lr,6780359437026790007,-2471552051875212510,16.499644341450402,50.38368178936759,0.6959379184002875,0.41105490700973674,0.0,0.8993634121758249,0.0,0.0,1.0,1.0,0.9860990987894719,0.884105090059681,0.0,0.0,1.0,1.0,0.057652895469064616,0.10427237072124818,0.676973874196164,0.735875570031172,0.704959023809388,0.0,0.0,0.5,0.0,0.0
