hyperparameter,source_config,destination_config,weight_sum,effective_sample_size,complexity.dist_spec_init_fft,complexity.fro_dist,complexity.fro_over_spec_fft,complexity.inverse_margin,complexity.log_prod_of_fro,complexity.log_prod_of_fro_over_margin,complexity.log_prod_of_spec_fft,complexity.log_prod_of_spec_over_margin_fft,complexity.log_spec_init_main_fft,complexity.log_spec_orig_main_fft,complexity.log_sum_of_fro,complexity.log_sum_of_fro_over_margin,complexity.log_sum_of_spec_fft,complexity.log_sum_of_spec_over_margin_fft,complexity.pacbayes_flatness,complexity.pacbayes_init,complexity.pacbayes_mag_flatness,complexity.pacbayes_mag_init,complexity.pacbayes_mag_orig,complexity.pacbayes_orig,complexity.param_norm,complexity.params,complexity.path_norm,complexity.path_norm_over_margin
hp.lr,-5383752443691112303,3581708686332130721,10.886056248658663,31.604486048169047,1.0,0.0,0.0,0.9066518186425323,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5543762133035282,0.5635550905914765,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,3581708686332130721,-5383752443691112303,10.886056248658663,31.604486048169047,1.0,0.0,0.0,0.9066518186425323,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5543762133035282,0.5635550905914765,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-7556093158064660087,2034905670679459056,23.530237888900402,61.22476828902491,0.9997985291717771,0.0,0.0,1.0,0.0,0.0,0.1376460024557738,0.27346720312785766,0.036710894180603366,0.015879219799455207,0.0,0.0,0.1376460024557738,0.27346720312785766,0.0,0.0,0.06091683014045403,0.8791450996951198,0.15893587952514882,0.0,0.0,0.5,0.0,0.0
hp.lr,2034905670679459056,-7556093158064660087,23.530237888900402,61.22476828902491,0.9997985291717771,0.0,0.0,1.0,0.0,0.0,0.1376460024557738,0.27346720312785766,0.036710894180603366,0.015879219799455207,0.0,0.0,0.1376460024557738,0.27346720312785766,0.0,0.0,0.06091683014045403,0.8791450996951198,0.15893587952514882,0.0,0.0,0.5,0.0,0.0
hp.lr,-7556093158064660087,3581708686332130721,5.50956967059604,16.5469294016272,0.9289910679963062,0.0,0.0,0.9225372408282586,0.0,0.0,0.11387263760725619,0.11387263760725619,0.036263421904652184,0.036263421904652184,0.0,0.0,0.11387263760725619,0.11387263760725619,0.0,0.0,0.006271108315875619,0.5055666573545354,0.09937862524396392,0.0,0.0,0.5,0.0,0.0
hp.lr,3581708686332130721,-7556093158064660087,5.50956967059604,16.5469294016272,0.9289910679963062,0.0,0.0,0.9225372408282586,0.0,0.0,0.11387263760725619,0.11387263760725619,0.036263421904652184,0.036263421904652184,0.0,0.0,0.11387263760725619,0.11387263760725619,0.0,0.0,0.006271108315875619,0.5055666573545354,0.09937862524396392,0.0,0.0,0.5,0.0,0.0
hp.lr,-7556093158064660087,932131042720681986,44.96258868240311,97.21503096379878,1.0,0.0,0.0,1.0,0.0,0.0,0.8791189193408053,0.9687181241202244,0.7075637698070177,0.45943676149483886,0.0,0.0,0.8791189193408053,0.9687181241202244,0.0,0.0,0.03799280731947523,0.9844547972755916,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,932131042720681986,-7556093158064660087,44.96258868240311,97.21503096379878,1.0,0.0,0.0,1.0,0.0,0.0,0.8791189193408053,0.9687181241202244,0.7075637698070177,0.45943676149483886,0.0,0.0,0.8791189193408053,0.9687181241202244,0.0,0.0,0.03799280731947523,0.9844547972755916,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,3581708686332130721,932131042720681986,11.189754387981747,31.629097790370395,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.972311334391076,0.878996635765074,0.0,0.0,1.0,1.0,0.0,0.0,0.33291161889497867,0.9364365188402209,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,932131042720681986,3581708686332130721,11.189754387981747,31.629097790370395,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.972311334391076,0.878996635765074,0.0,0.0,1.0,1.0,0.0,0.0,0.33291161889497867,0.9364365188402209,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-6455004428307622008,-703976137546643764,49.83877391525833,99.97828609324581,0.651281494844132,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6014674385004241,0.8217118022619331,0.0,0.0,0.5,0.0,0.0
hp.lr,-703976137546643764,-6455004428307622008,49.83877391525833,99.97828609324581,0.651281494844132,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6014674385004241,0.8217118022619331,0.0,0.0,0.5,0.0,0.0
hp.lr,-6455004428307622008,-7548084283029911468,49.99999978651019,99.99999999999993,0.9200000031406949,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-7548084283029911468,-6455004428307622008,49.99999978651019,99.99999999999993,0.9200000031406949,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-6455004428307622008,2674473720893356271,49.999999662669495,99.99999999999983,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,2674473720893356271,-6455004428307622008,49.999999662669495,99.99999999999983,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-6455004428307622008,3078218309835498522,14.924986575437105,37.24640881575028,0.7930277789448829,0.0,0.0,0.9340614381859801,0.0,0.0,0.027368962334527028,0.027368962334527028,0.0,0.027368962334527028,0.0,0.0,0.027368962334527028,0.027368962334527028,0.0,0.0,0.0,0.9692273918466032,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,3078218309835498522,-6455004428307622008,14.924986575437105,37.24640881575028,0.7930277789448829,0.0,0.0,0.9340614381859801,0.0,0.0,0.027368962334527028,0.027368962334527028,0.0,0.027368962334527028,0.0,0.0,0.027368962334527028,0.027368962334527028,0.0,0.0,0.0,0.9692273918466032,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-703976137546643764,-7548084283029911468,29.365395197982966,68.90268206480292,0.835199419178956,0.0,0.0,0.7633192838460623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016270680361719306,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-7548084283029911468,-703976137546643764,29.365395197982966,68.90268206480292,0.835199419178956,0.0,0.0,0.7633192838460623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016270680361719306,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-703976137546643764,2674473720893356271,30.95643654086762,71.08415256799222,0.9732669805557385,0.0,0.0,1.0,0.0,0.0,0.0,0.016151584429682786,0.0,0.0,0.0,0.0,0.0,0.016151584429682786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,2674473720893356271,-703976137546643764,30.95643654086762,71.08415256799222,0.9732669805557385,0.0,0.0,1.0,0.0,0.0,0.0,0.016151584429682786,0.0,0.0,0.0,0.0,0.0,0.016151584429682786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-703976137546643764,3078218309835498522,39.54597708035199,85.95934551231734,0.6124583368421838,0.0,0.0,0.8996308456840574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30154823991462587,0.45045550454063726,0.0,0.0,0.5,0.0,0.0
hp.lr,3078218309835498522,-703976137546643764,39.54597708035199,85.95934551231734,0.6124583368421838,0.0,0.0,0.8996308456840574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30154823991462587,0.45045550454063726,0.0,0.0,0.5,0.0,0.0
hp.lr,-7548084283029911468,3078218309835498522,49.998449883074834,99.9999985968471,0.8700170537460292,0.0,0.0,0.9799994010613708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,3078218309835498522,-7548084283029911468,49.998449883074834,99.9999985968471,0.8700170537460292,0.0,0.0,0.9799994010613708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,2674473720893356271,3078218309835498522,49.99775729169732,99.99999757928357,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,3078218309835498522,2674473720893356271,49.99775729169732,99.99999757928357,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-7478242264154637605,1522429466064976564,46.43958889571398,98.93560109984791,0.9941138572440796,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.07749715219061051,0.2343322826718055,0.08266950868881962,0.0,0.0,0.5,0.0,0.0
hp.lr,1522429466064976564,-7478242264154637605,46.43958889571398,98.93560109984791,0.9941138572440796,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.07749715219061051,0.2343322826718055,0.08266950868881962,0.0,0.0,0.5,0.0,0.0
hp.lr,-7478242264154637605,8236851151040337865,13.917132266123978,48.600426395971674,0.9953406088782875,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.17467568488728916,0.2685720410049987,0.10796160521495932,0.0,0.0,0.5,0.0,0.0
hp.lr,8236851151040337865,-7478242264154637605,13.917132266123978,48.600426395971674,0.9953406088782875,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.17467568488728916,0.2685720410049987,0.10796160521495932,0.0,0.0,0.5,0.0,0.0
hp.lr,1522429466064976564,7199232761235420000,43.213829557982315,95.17633310992944,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9668917330632527,0.0,0.0,1.0,1.0,0.0,0.0,0.0754749146535625,0.3879744920450001,0.13343921829672467,0.0,0.0,0.5,0.0,0.0
hp.lr,7199232761235420000,1522429466064976564,43.213829557982315,95.17633310992944,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9668917330632527,0.0,0.0,1.0,1.0,0.0,0.0,0.0754749146535625,0.3879744920450001,0.13343921829672467,0.0,0.0,0.5,0.0,0.0
hp.lr,1522429466064976564,8943974331517181778,25.065238213393915,65.09235715979162,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9788651390653497,0.9297260448983876,0.0,0.0,1.0,1.0,0.0,0.0,0.17131794773186765,0.6004284191476746,0.5002159761195751,0.0,0.0,0.5,0.0,0.0
hp.lr,8943974331517181778,1522429466064976564,25.065238213393915,65.09235715979162,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9788651390653497,0.9297260448983876,0.0,0.0,1.0,1.0,0.0,0.0,0.17131794773186765,0.6004284191476746,0.5002159761195751,0.0,0.0,0.5,0.0,0.0
hp.lr,7199232761235420000,8236851151040337865,11.666808544008274,36.680050903128695,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9815076074896566,0.0,0.0,1.0,1.0,0.0,0.0,0.010449001670707824,0.17257977328962745,0.018423201475381682,0.0,0.0,0.5,0.0,0.0
hp.lr,8236851151040337865,7199232761235420000,11.666808544008274,36.680050903128695,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9815076074896566,0.0,0.0,1.0,1.0,0.0,0.0,0.010449001670707824,0.17257977328962745,0.018423201475381682,0.0,0.0,0.5,0.0,0.0
hp.lr,-2790538661875021276,-7410796754794744840,29.368967775381552,66.75995386609242,0.4599851057068817,0.0,0.030409728803809686,0.8158970434939802,0.0,0.0,0.10532428396337942,0.0883897145327905,0.038155512526563566,0.05455917256201647,0.0,0.0,0.10532428396337942,0.0883897145327905,0.0,0.0,0.0,0.9630272181959186,0.9842949157026362,0.0,0.0,0.5,0.0,0.0
hp.lr,-7410796754794744840,-2790538661875021276,29.368967775381552,66.75995386609242,0.4599851057068817,0.0,0.030409728803809686,0.8158970434939802,0.0,0.0,0.10532428396337942,0.0883897145327905,0.038155512526563566,0.05455917256201647,0.0,0.0,0.10532428396337942,0.0883897145327905,0.0,0.0,0.0,0.9630272181959186,0.9842949157026362,0.0,0.0,0.5,0.0,0.0
hp.lr,-2790538661875021276,1137562335194698071,49.99999999693269,100.00000000000003,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,1137562335194698071,-2790538661875021276,49.99999999693269,100.00000000000003,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-2790538661875021276,357652863883425286,49.99999950615684,99.99999999999976,0.9600000005257756,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02000000019753726,0.0,0.0,0.5,0.0,0.0
hp.lr,357652863883425286,-2790538661875021276,49.99999950615684,99.99999999999976,0.9600000005257756,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02000000019753726,0.0,0.0,0.5,0.0,0.0
hp.lr,-2790538661875021276,7677153858490949397,49.818098387269785,99.96350265343266,0.8409291025228984,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9122646626596259,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,7677153858490949397,-2790538661875021276,49.818098387269785,99.96350265343266,0.8409291025228984,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9122646626596259,1.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-7410796754794744840,1137562335194698071,49.98619017953101,99.99986819501822,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,1137562335194698071,-7410796754794744840,49.98619017953101,99.99986819501822,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-7410796754794744840,357652863883425286,49.81470349599468,99.97055207800587,0.9598819824260321,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,357652863883425286,-7410796754794744840,49.81470349599468,99.97055207800587,0.9598819824260321,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-7410796754794744840,7677153858490949397,32.305877802534866,73.11952803821485,0.8366827768262374,0.0,0.0,0.7912930076446212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5150459639429636,0.6916215169208697,0.0,0.0,0.5,0.0,0.0
hp.lr,7677153858490949397,-7410796754794744840,32.305877802534866,73.11952803821485,0.8366827768262374,0.0,0.0,0.7912930076446212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5150459639429636,0.6916215169208697,0.0,0.0,0.5,0.0,0.0
hp.lr,1137562335194698071,7677153858490949397,36.082516470573296,80.76883898824921,0.992025917778414,0.0,0.0,0.9536361797143059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,7677153858490949397,1137562335194698071,36.082516470573296,80.76883898824921,0.992025917778414,0.0,0.0,0.9536361797143059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,357652863883425286,7677153858490949397,27.739211047480197,64.73929830312558,0.9163339823751749,0.0,0.0,0.8406984485230973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,7677153858490949397,357652863883425286,27.739211047480197,64.73929830312558,0.9163339823751749,0.0,0.0,0.8406984485230973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-431170033094324573,8039669348164802103,10.654871173954728,39.20639528693431,0.984094831687222,0.0,0.0,1.0,0.0,0.0,0.9890916039366893,1.0,0.4032248587018529,0.03175530584526735,0.0,0.0,0.9890916039366893,1.0,0.0,0.0,0.02946617847298453,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,8039669348164802103,-431170033094324573,10.654871173954728,39.20639528693431,0.984094831687222,0.0,0.0,1.0,0.0,0.0,0.9890916039366893,1.0,0.4032248587018529,0.03175530584526735,0.0,0.0,0.9890916039366893,1.0,0.0,0.0,0.02946617847298453,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-431170033094324573,8610101441511686613,43.76389019241792,98.86307658309079,1.0,0.0,0.0,1.0,0.0,0.0,0.9284171166013362,0.9896215970349634,0.14590758630614833,0.0,0.0,0.0,0.9284171166013362,0.9896215970349634,0.0,0.0,0.04280311879038952,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,8610101441511686613,-431170033094324573,43.76389019241792,98.86307658309079,1.0,0.0,0.0,1.0,0.0,0.0,0.9284171166013362,0.9896215970349634,0.14590758630614833,0.0,0.0,0.0,0.9284171166013362,0.9896215970349634,0.0,0.0,0.04280311879038952,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-7402054332812169253,8039669348164802103,5.427188132381657,28.01073520717333,1.0,0.0,0.0,1.0,0.0,0.0,0.9828578888102816,1.0,0.20352332247940674,0.0,0.0,0.0,0.9828578888102816,1.0,0.0,0.0,0.11612144058347244,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,8039669348164802103,-7402054332812169253,5.427188132381657,28.01073520717333,1.0,0.0,0.0,1.0,0.0,0.0,0.9828578888102816,1.0,0.20352332247940674,0.0,0.0,0.0,0.9828578888102816,1.0,0.0,0.0,0.11612144058347244,0.0,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,-7402054332812169253,8610101441511686613,41.714655957415644,98.57333618410657,1.0,0.0,0.0,1.0,0.0,0.0,0.8516543426871587,0.9797551198485889,0.0,0.0,0.0,0.0,0.8516543426871587,0.9797551198485889,0.0,0.0,0.09512322470953448,0.030838288182839062,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,8610101441511686613,-7402054332812169253,41.714655957415644,98.57333618410657,1.0,0.0,0.0,1.0,0.0,0.0,0.8516543426871587,0.9797551198485889,0.0,0.0,0.0,0.0,0.8516543426871587,0.9797551198485889,0.0,0.0,0.09512322470953448,0.030838288182839062,0.0,0.0,0.0,0.5,0.0,0.0
hp.lr,8610101441511686613,8810502903555865913,14.16986220043118,55.38903650343019,1.0,0.0,0.0,1.0,0.0,0.0,0.4972696630927842,0.7120218552337727,0.02163488790614172,0.05190867798056693,0.0,0.0,0.4972696630927842,0.7120218552337727,0.0,0.0,0.20340136350707913,0.3991722838638444,0.29969741955092893,0.0,0.0,0.5,0.0,0.0
hp.lr,8810502903555865913,8610101441511686613,14.16986220043118,55.38903650343019,1.0,0.0,0.0,1.0,0.0,0.0,0.4972696630927842,0.7120218552337727,0.02163488790614172,0.05190867798056693,0.0,0.0,0.4972696630927842,0.7120218552337727,0.0,0.0,0.20340136350707913,0.3991722838638444,0.29969741955092893,0.0,0.0,0.5,0.0,0.0
hp.lr,-1008767457652282486,-58510367047635291,29.255643334746402,73.55440648452522,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3780853208226753,0.3136904700094851,0.6842734671430161,0.556527036587073,0.05194678642091668,0.9464194216244326,0.5,0.0,0.0
hp.lr,-58510367047635291,-1008767457652282486,29.255643334746402,73.55440648452522,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3780853208226753,0.3136904700094851,0.6842734671430161,0.556527036587073,0.05194678642091668,0.9464194216244326,0.5,0.0,0.0
hp.lr,-1008767457652282486,-7371430882118897955,49.980240816897194,99.99969063669462,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9599847422001553,0.9499808137193086,0.0,0.0,1.0,1.0,0.0,0.0,0.37487996692813524,0.8599451238329208,0.7899280416050488,0.0,0.2100767796099306,0.5,0.0,0.0
hp.lr,-7371430882118897955,-1008767457652282486,49.980240816897194,99.99969063669462,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9599847422001553,0.9499808137193086,0.0,0.0,1.0,1.0,0.0,0.0,0.37487996692813524,0.8599451238329208,0.7899280416050488,0.0,0.2100767796099306,0.5,0.0,0.0
hp.lr,-1008767457652282486,5253949330481123861,39.733705755118464,87.76672119852019,1.0,0.8118198070467276,0.0,0.9874173792261763,0.0,0.0,1.0,1.0,0.9676443422710113,0.8526969743891668,0.0,0.0,1.0,1.0,0.0,0.1292888328303029,0.41230969153605296,0.7243939910527697,0.6447044468013194,0.010516053946676802,0.43430818093327594,0.5,0.0,0.0
hp.lr,5253949330481123861,-1008767457652282486,39.733705755118464,87.76672119852019,1.0,0.8118198070467276,0.0,0.9874173792261763,0.0,0.0,1.0,1.0,0.9676443422710113,0.8526969743891668,0.0,0.0,1.0,1.0,0.0,0.1292888328303029,0.41230969153605296,0.7243939910527697,0.6447044468013194,0.010516053946676802,0.43430818093327594,0.5,0.0,0.0
hp.lr,-1008767457652282486,8771929897395425681,47.67406515993479,98.04342359071592,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.46149085757042224,0.45894196841604135,0.8594155480370301,0.7550788831801863,0.030307428664487573,1.0,0.5,0.0,0.0
hp.lr,8771929897395425681,-1008767457652282486,47.67406515993479,98.04342359071592,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.46149085757042224,0.45894196841604135,0.8594155480370301,0.7550788831801863,0.030307428664487573,1.0,0.5,0.0,0.0
hp.lr,-58510367047635291,-7371430882118897955,49.99999997833335,99.99999999999997,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2899999998960646,0.9399999999740144,0.8499999999739757,0.0,0.7999999999901096,0.5,0.0,0.0
hp.lr,-7371430882118897955,-58510367047635291,49.99999997833335,99.99999999999997,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2899999998960646,0.9399999999740144,0.8499999999739757,0.0,0.7999999999901096,0.5,0.0,0.0
hp.lr,-58510367047635291,5253949330481123861,49.99460692499986,99.99997853324736,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.08000842750606223,0.374951387761447,0.8699862899390074,0.7899781200004077,0.0,0.8200484343915583,0.5,0.0,0.0
hp.lr,5253949330481123861,-58510367047635291,49.99460692499986,99.99997853324736,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.08000842750606223,0.374951387761447,0.8699862899390074,0.7899781200004077,0.0,0.8200484343915583,0.5,0.0,0.0
hp.lr,-58510367047635291,8771929897395425681,3.0496922306408685,12.93774010997161,0.945225751753524,1.0,0.0,0.844104990768512,0.0,0.0,1.0,1.0,1.0,0.9632957790636717,0.0,0.0,1.0,1.0,0.0,0.5316087643805962,0.2220882635508673,0.23462040537790696,0.2220882635508673,0.23019035451000702,1.0,0.5,0.0,0.0
hp.lr,8771929897395425681,-58510367047635291,3.0496922306408685,12.93774010997161,0.945225751753524,1.0,0.0,0.844104990768512,0.0,0.0,1.0,1.0,1.0,0.9632957790636717,0.0,0.0,1.0,1.0,0.0,0.5316087643805962,0.2220882635508673,0.23462040537790696,0.2220882635508673,0.23019035451000702,1.0,0.5,0.0,0.0
hp.lr,-7371430882118897955,5253949330481123861,20.8110635112025,49.17000297424468,0.8355800105786019,0.6434112751036721,0.0,0.8606780633977044,0.0,0.0,0.7664716708105989,0.8485590704405135,0.6624450543978457,0.639391970387094,0.0,0.0,0.7664716708105989,0.8485590704405135,0.0,0.08455553252579129,0.27212041932776904,0.47565672218810306,0.4517945162868554,0.0,0.44721208238750054,0.5,0.0,0.0
hp.lr,5253949330481123861,-7371430882118897955,20.8110635112025,49.17000297424468,0.8355800105786019,0.6434112751036721,0.0,0.8606780633977044,0.0,0.0,0.7664716708105989,0.8485590704405135,0.6624450543978457,0.639391970387094,0.0,0.0,0.7664716708105989,0.8485590704405135,0.0,0.08455553252579129,0.27212041932776904,0.47565672218810306,0.4517945162868554,0.0,0.44721208238750054,0.5,0.0,0.0
hp.lr,-7371430882118897955,8771929897395425681,49.99999999975163,100.00000000000003,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.35500000000173854,1.0,0.9199999999996036,0.0,1.0,0.5,0.0,0.0
hp.lr,8771929897395425681,-7371430882118897955,49.99999999975163,100.00000000000003,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.35500000000173854,1.0,0.9199999999996036,0.0,1.0,0.5,0.0,0.0
hp.lr,5253949330481123861,8771929897395425681,49.99981524642603,99.9999998926368,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.19000046183314614,0.39000129643935766,0.9599998521965956,0.8699995196567176,0.0,1.0,0.5,0.0,0.0
hp.lr,8771929897395425681,5253949330481123861,49.99981524642603,99.9999998926368,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.19000046183314614,0.39000129643935766,0.9599998521965956,0.8699995196567176,0.0,1.0,0.5,0.0,0.0
